"用户信息_学段","用户信息_学科","课程信息_年级","教师行为_板书时长","教师行为_讲授时长","教师行为_巡视时长","教师行为_课件操作时长","教师行为_师生对话时长","教师行为_观察时长","学生行为_读写时长","学生行为_举手时长","学生行为_听讲时长","学生行为_生生互动时长","学生行为_应答时长","学生行为_上台展示时长","教学场景_知识讲解时长","教学场景_作业练习时长","教学场景_汇报展示时长","教学场景_小组学习时长","教学场景_师生对话时长","教学场景_知识讲解个数","教学场景_作业练习个数","教学场景_汇报展示个数","教学场景_小组学习个数","教学场景_师生对话个数","教学场景_知识讲解占比","教学场景_作业练习占比","教学场景_汇报展示占比","教学场景_小组学习占比","教学场景_师生对话占比","参与度_总参与度","参与度_知识讲解","参与度_作业练习","参与度_汇报展示","参与度_小组学习","参与度_师生对话","一致性_总一致性","一致性_知识讲解","一致性_作业练习","一致性_汇报展示","一致性_小组学习","一致性_师生对话","抬头率_总抬头率","抬头率_知识讲解","抬头率_作业练习","抬头率_汇报展示","抬头率_小组学习","抬头率_师生对话","活跃度_总活跃度","活跃度_知识讲解","活跃度_作业练习","活跃度_汇报展示","活跃度_小组学习","活跃度_师生对话","知识讲解场景_话语讲授时长","知识讲解场景_板书时长","知识讲解场景_课件操作时长","知识讲解场景_互动时长","知识讲解场景_停顿时长","知识讲解场景_话语讲授占比","知识讲解场景_板书占比","知识讲解场景_课件操作占比","知识讲解场景_互动占比","知识讲解场景_停顿占比","知识讲解场景_平均语速分钟个数","知识讲解场景_最低语速分钟个数","知识讲解场景_最高语速分钟个数","知识讲解场景_口头禅个数","知识讲解场景_口头禅总次数","知识讲解场景_巡视时长(分钟)","知识讲解场景_巡视次数","知识讲解场景_巡视位置是否均衡","师生对话场景_老师话语时长","师生对话场景_学生直接应答时长","师生对话场景_学生站立应答时长","师生对话场景_齐答时长","师生对话场景_沉寂混乱时长","师生对话场景_老师话语占比","师生对话场景_学生直接应答占比","师生对话场景_学生站立应答占比","师生对话场景_齐答占比","师生对话场景_沉寂混乱占比","全课堂_师生对话次数","全课堂_短应答次数","全课堂_长应答次数","全课堂_齐答次数","全课堂_声音过低次数","全课堂_短应答占比","全课堂_长应答占比","全课堂_齐答占比","全课堂_声音过低占比","全课堂_应答时长<1秒次数","全课堂_应答时长1-2秒次数","全课堂_应答时长2-3秒次数","全课堂_应答时长3-4秒次数","全课堂_应答时长>4秒次数","全课堂_举手次数","全课堂_举手人次","全课堂_1人举手次数","全课堂_2-3人举手次数","全课堂_4-6人举手次数","全课堂_7-10人举手次数","全课堂_>10人举手次数","全课堂_站立应答次数","全课堂_站立应答分布是否均衡","课堂问题_总个数","课堂问题_是何问题个数","课堂问题_为何问题个数","课堂问题_如何问题个数","课堂问题_若何问题个数","课堂问题_其他问题个数","课堂问题_是何问题占比","课堂问题_为何问题占比","课堂问题_如何问题占比","课堂问题_若何问题占比","课堂问题_其他问题占比","ST分析_是否有长达2以上的学生主导时间","ST分析_是否有长达1以上的老师主导时间","ST分析_Rt值是否在0.35~0.6之间","ST分析_Ch值是否在0.3~0.5之间","ST分析_教师占有率","ST分析_学生占有率","ST分析_师生行为转换率"
"初中","数学","初一",72,0,592,0,1038,0,46,0,2402,13,143,0,0,1464,0,13,1038,0,8,0,1,9,0.0,58.1,0,0.5,41.2,76.6,0.0,81.7,0,80.6,69.3,65.5,0.0,71.8,0,35.7,57.0,50.4,0.0,37.2,0,12.2,69.5,24.4,0.0,24.9,0,97.2,22.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,284,142,690,3,72,9,27,0,515,116,24,3,380,49.6,11.2,2.3,0.3,36.6,22,6,2,4,10,27.3,9.1,18.2,45.5,2,4,1,0,1,1,0,1,0,0,0,0,16,1,69,27,3,0,1,38,39,4,0,1,55,1,0,0,0,0.31,0.69,0.15
"初中","数学","初一",48,0,492,0,2288,0,44,44,2298,123,151,0,0,108,0,123,2288,0,1,0,4,4,0.0,4.3,0,4.9,90.8,67.6,0.0,47.4,0,71.0,68.4,55.8,0.0,46.9,0,59.2,56.0,70.0,0.0,79.4,0,96.7,68.1,25.6,0.0,51.6,0,20.6,24.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,292,128,900,3,70,8,38,0,1090,109,40,2,1047,47.6,4.8,1.7,0.1,45.8,53,10,3,1,39,18.9,5.7,1.9,73.6,2,8,2,1,0,12,0,8,4,0,0,0,47,0,89,35,1,7,1,45,39,1,8,1,51,0,0,0,0,0.9,0.1,0.07
"初中","数学","初一",457,0,360,0,735,0,26,8,2240,96,37,0,0,1563,0,96,735,0,4,0,2,6,0.0,65.1,0,4.0,30.6,78.6,0.0,81.9,0,76.4,71.7,64.5,0.0,71.5,0,44.5,52.2,46.2,0.0,38.0,0,55.9,62.6,22.8,0.0,22.9,0,23.6,22.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,275,137,900,3,24,6,13,0,477,36,1,0,221,64.9,4.9,0.1,0.0,30.1,8,1,4,0,3,12.5,50.0,0.0,37.5,0,1,2,1,1,2,0,1,0,1,0,0,4,0,37,11,2,1,0,23,30,5,3,0,62,1,0,1,0,0.36,0.64,0.12
"初中","数学","初一",665,0,144,0,1050,0,42,53,1813,487,67,0,0,857,0,487,1050,0,10,0,6,12,0.0,35.7,0,20.3,43.8,72.2,0.0,70.9,0,80.9,69.2,53.1,0.0,57.9,0,54.3,48.7,48.4,0.0,50.9,0,40.8,49.9,26.4,0.0,25.8,0,25.6,27.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,262,85,540,3,87,2,16,1,572,50,8,9,411,54.5,4.8,0.8,0.9,39.1,23,3,7,5,8,13.0,30.4,21.7,34.8,1,2,4,2,1,8,0,6,1,1,0,0,16,0,78,31,3,5,0,39,40,4,6,0,50,0,0,1,0,0.54,0.46,0.24
"初中","数学","初一",179,0,512,0,1930,0,54,0,2089,294,253,0,0,291,0,294,1930,0,4,0,7,9,0.0,11.5,0,11.7,76.6,71.7,0.0,74.8,0,80.1,70.0,55.5,0.0,64.2,0,60.1,53.4,79.9,0.0,55.5,0,83.9,82.9,21.0,0.0,21.6,0,28.2,19.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,294,145,960,3,132,8,31,1,1198,204,32,17,479,62.1,10.6,1.7,0.9,24.8,61,17,2,15,27,27.9,3.3,24.6,44.3,6,11,2,0,0,3,0,3,0,0,0,0,38,1,160,58,4,6,4,88,36,3,4,3,55,0,0,0,0,0.7,0.3,0.33
"初中","数学","初一",28,0,188,0,626,0,24,96,623,1733,78,0,0,32,0,1733,626,0,1,0,20,19,0.0,1.3,0,72.2,26.1,90.6,0.0,58.1,0,93.1,85.2,70.6,0.0,58.3,0,71.8,68.0,99.2,0.0,97.2,0,99.6,98.2,17.6,0.0,25.4,0,16.7,19.7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,268,174,510,2,28,3,22,0,297,75,3,0,251,47.4,12.0,0.5,0.0,40.1,6,1,1,0,4,16.7,16.7,0.0,66.7,0,1,0,0,1,4,0,2,0,1,0,1,4,1,89,22,6,3,1,57,25,7,3,1,64,0,0,1,1,0.46,0.54,0.32
"初中","数学","初一",437,0,416,0,1049,0,35,40,2124,319,99,0,0,1147,0,319,1049,0,9,0,4,10,0.0,45.5,0,12.7,41.6,71.6,0.0,68.5,0,82.5,71.6,57.0,0.0,59.1,0,56.0,55.1,69.7,0.0,55.3,0,76.1,83.6,28.2,0.0,33.9,0,25.4,22.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,243,135,450,3,33,6,23,0,567,70,26,3,383,54.1,6.7,2.5,0.3,36.5,24,6,3,2,13,25.0,12.5,8.3,54.2,1,5,2,1,0,7,0,6,1,0,0,0,18,0,70,21,3,12,0,34,30,4,17,0,49,0,0,1,0,0.43,0.57,0.22
"初中","英语","初一",52,20,460,20,1288,0,57,12,2143,120,83,0,27,959,0,120,1288,1,6,0,2,6,1.1,40.0,0,5.0,53.7,73.6,72.6,76.6,0,77.9,71.1,62.9,42.5,69.2,0,59.6,59.0,75.9,56.8,60.4,0,100.0,85.6,25.3,54.8,26.2,0,21.3,24.4,0,0,20,0,7,0.0,0.0,74.1,0.0,25.9,414,154,1560,3,125,7,17,0,760,72,8,3,445,59.0,5.6,0.6,0.2,34.5,13,6,5,1,1,46.2,38.5,7.7,7.7,3,3,2,0,3,4,0,3,0,1,0,0,5,0,56,18,0,3,0,35,32,0,5,0,63,0,0,1,0,0.58,0.42,0.16
"初中","数学","初一",0,23,216,0,24,0,2,12,2391,0,2,0,33,2337,0,0,24,1,2,0,0,1,1.4,97.4,0,0.0,1.0,80.4,56.8,80.8,0,0.0,68.5,70.6,50.1,70.9,0,0.0,70.3,34.6,25.2,34.9,0,0.0,19.1,25.2,20.6,25.3,0,0.0,29.3,23,0,0,2,8,69.7,0.0,0.0,6.1,24.2,268,180,600,2,69,3,22,1,12,1,1,0,10,50.0,4.2,4.2,0.0,41.7,1,1,0,0,0,100.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,50,20,0,5,0,25,40,0,10,0,50,1,0,0,0,0.3,0.7,0.12
"初中","英语","初一",100,0,100,0,1766,0,91,59,1982,94,251,0,0,535,0,94,1766,0,7,0,2,8,0.0,22.3,0,3.9,73.6,70.8,0.0,71.2,0,84.8,69.9,58.4,0.0,61.1,0,62.1,57.4,61.7,0.0,58.6,0,50.2,63.2,22.2,0.0,25.0,0,27.8,21.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,497,150,1680,3,53,1,13,0,1116,235,3,13,399,63.2,13.3,0.2,0.7,22.6,15,5,6,4,0,33.3,40.0,26.7,0.0,0,5,3,2,1,3,0,2,1,0,0,0,2,0,68,17,5,1,0,45,25,7,2,0,66,0,0,0,0,0.69,0.31,0.17
"初中","数学","初一",477,26,164,0,977,0,39,4,1996,317,85,0,41,1060,0,317,977,1,8,0,5,11,1.7,44.2,0,13.2,40.7,72.6,64.9,73.6,0,82.3,68.9,58.3,45.3,65.9,0,58.8,50.3,56.2,56.5,48.6,0,82.0,56.2,25.4,22.2,27.8,0,20.1,24.5,26,1,0,5,9,61.0,2.4,0.0,12.2,22.0,259,153,480,3,113,2,11,1,634,71,13,1,258,64.9,7.3,1.3,0.1,26.4,24,7,3,1,13,29.2,12.5,4.2,54.2,1,6,1,2,0,1,0,1,0,0,0,0,16,0,70,18,1,1,0,50,26,1,1,0,71,1,0,1,0,0.52,0.48,0.25
"初中","英语","初一",44,0,80,0,1513,0,151,72,1791,100,474,0,0,898,0,100,1513,0,8,0,3,11,0.0,35.6,0,4.0,60.0,67.7,0.0,51.9,0,89.7,75.6,57.1,0.0,48.8,0,56.5,62.0,82.7,0.0,85.8,0,72.3,81.5,30.1,0.0,40.9,0,39.8,23.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,534,145,1620,3,25,1,13,0,417,350,17,107,622,27.6,23.1,1.1,7.1,41.1,22,6,3,11,2,27.3,13.6,50.0,9.1,3,3,1,0,2,10,0,6,4,0,0,0,7,0,16,7,0,0,0,9,44,0,0,0,56,0,0,1,0,0.54,0.46,0.12
"初中","数学","初一",555,179,592,0,632,0,17,5,2119,244,32,0,220,1299,0,244,632,1,6,0,2,9,9.2,54.1,0,10.2,26.3,73.9,67.4,78.0,0,72.7,68.4,62.0,52.0,68.9,0,54.5,54.3,61.4,71.3,52.1,0,78.4,70.6,25.5,24.8,26.1,0,23.1,25.5,174,60,0,18,-32,54.1,27.3,0.0,8.2,-14.5,286,150,900,3,39,9,35,0,398,31,1,0,202,63.0,4.9,0.2,0.0,32.0,7,0,2,0,5,0.0,28.6,0.0,71.4,0,0,1,1,0,1,0,0,1,0,0,0,5,0,63,29,5,1,1,27,46,8,2,2,43,1,0,1,0,0.54,0.46,0.19
"初中","数学","初一",285,46,1016,0,892,0,18,30,2034,321,58,0,71,1107,0,321,892,1,4,0,3,6,3.0,46.1,0,13.4,37.2,71.3,61.4,72.8,0,74.4,69.0,58.2,48.3,61.7,0,51.9,56.8,58.0,65.8,58.7,0,69.0,52.5,25.4,24.6,25.3,0,24.7,25.8,46,0,0,6,19,64.8,0.0,0.0,8.5,26.8,318,180,1020,3,72,16,16,0,668,54,0,4,166,74.9,6.1,0.0,0.4,18.6,14,4,0,3,7,28.6,0.0,21.4,50.0,2,2,0,0,0,0,0,0,0,0,0,0,8,0,80,36,1,4,1,38,45,1,5,1,48,0,0,0,0,0.61,0.39,0.22
"初中","数学","初一",298,51,256,0,566,0,20,4,2289,61,89,0,67,1700,0,61,566,1,6,0,1,7,2.8,70.8,0,2.5,23.6,80.3,69.5,83.4,0,90.4,71.3,69.7,50.2,76.1,0,56.6,54.5,43.0,75.1,33.4,0,74.6,64.7,22.2,24.5,23.0,0,17.8,20.2,46,16,0,7,-2,52.2,23.9,0.0,10.4,-3.0,260,150,540,2,33,4,25,0,303,87,2,0,174,53.5,15.4,0.4,0.0,30.7,5,1,1,1,2,20.0,20.0,20.0,40.0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,70,27,2,1,1,39,39,3,1,1,56,0,0,0,0,0.35,0.65,0.15
"初中","数学","初一",636,137,140,0,668,0,19,8,2248,114,53,0,153,1470,0,114,668,1,8,0,3,9,6.4,61.3,0,4.8,27.8,74.8,67.6,77.4,0,80.9,69.8,60.7,54.5,66.0,0,49.0,52.4,42.8,37.6,41.3,0,59.2,44.5,22.8,26.3,24.0,0,17.9,20.3,131,45,0,6,-29,60.1,29.4,0.0,3.9,-19.0,306,154,660,2,78,2,14,1,423,45,5,3,192,63.3,6.7,0.7,0.4,28.7,9,1,3,1,4,11.1,33.3,11.1,44.4,0,1,2,0,1,0,0,0,0,0,0,0,5,0,101,34,7,5,2,53,34,7,5,2,53,0,0,1,0,0.51,0.49,0.18
"初中","英语","初一",30,0,88,0,1857,0,22,44,2330,0,184,0,0,537,0,0,1857,0,5,0,0,6,0.0,22.4,0,0.0,77.4,70.8,0.0,76.3,0,0.0,69.2,53.5,0.0,64.1,0,0.0,50.4,54.0,0.0,69.4,0,0.0,49.6,21.2,0.0,17.0,0,0.0,22.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,517,190,1860,2,47,1,8,1,1407,141,19,24,266,75.8,7.6,1.0,1.3,14.3,17,1,2,3,11,5.9,11.8,17.6,64.7,0,1,2,0,0,4,0,3,1,0,0,0,14,0,113,42,5,13,0,53,37,4,12,0,47,0,0,0,0,0.85,0.15,0.17
"初中","数学","初一",295,0,576,0,1095,0,29,4,2275,59,113,0,0,1237,0,59,1095,0,13,0,2,15,0.0,51.5,0,2.5,45.6,75.9,0.0,81.7,0,81.0,69.1,63.3,0.0,73.8,0,55.3,51.9,41.6,0.0,32.2,0,74.4,50.4,20.9,0.0,20.9,0,22.8,20.7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,269,127,480,3,81,9,24,0,632,105,7,1,350,57.7,9.6,0.6,0.1,32.0,14,1,1,1,11,7.1,7.1,7.1,78.6,0,1,0,1,0,0,0,0,0,0,0,0,11,1,73,28,1,2,2,40,38,1,3,3,55,0,0,1,0,0.49,0.51,0.25
"初中","英语","初一",24,0,308,0,1772,0,151,126,1709,325,341,0,0,418,0,325,1772,0,6,0,4,8,0.0,16.6,0,12.9,70.3,71.3,0.0,62.3,0,81.6,71.5,52.9,0.0,51.8,0,46.8,54.2,77.5,0.0,88.7,0,51.5,79.6,25.9,0.0,25.7,0,49.6,21.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,378,96,1500,3,83,5,17,0,784,249,34,58,647,44.2,14.1,1.9,3.3,36.5,19,5,4,7,3,26.3,21.1,36.8,15.8,1,4,1,2,1,9,0,6,3,0,0,0,11,0,78,22,2,3,0,51,28,3,4,0,65,0,0,0,0,0.63,0.37,0.19
"初中","数学","初一",603,28,260,0,1185,0,35,24,2209,113,59,0,44,1052,0,113,1185,1,11,0,4,15,1.8,43.8,0,4.7,49.4,71.5,62.7,72.0,0,87.3,69.8,54.9,46.7,57.8,0,53.0,52.8,63.8,70.0,60.3,0,79.3,65.1,22.8,13.9,24.2,0,21.0,22.0,28,0,0,5,11,63.6,0.0,0.0,11.4,25.0,238,137,540,3,83,4,21,0,742,37,20,2,384,62.6,3.1,1.7,0.2,32.4,31,9,6,1,15,29.0,19.4,3.2,48.4,4,5,5,1,0,6,0,5,1,0,0,0,27,0,66,26,2,1,0,37,39,3,2,0,56,0,0,1,0,0.55,0.45,0.24
"初中","数学","初一",486,15,944,0,1084,0,19,0,2304,52,47,0,24,1235,0,52,1084,1,5,0,1,6,1.0,51.5,0,2.2,45.2,75.8,63.7,81.9,0,75.3,69.3,63.6,44.8,72.5,0,52.7,54.3,58.0,77.0,42.3,0,75.9,74.6,23.6,19.6,22.9,0,23.8,24.5,11,4,0,2,7,45.8,16.7,0.0,8.3,29.2,290,162,900,3,40,15,32,0,721,46,1,0,316,66.5,4.2,0.1,0.0,29.2,8,3,2,0,3,37.5,25.0,0.0,37.5,0,3,1,0,1,1,0,1,0,0,0,0,3,1,62,32,1,1,2,26,52,2,2,3,42,1,0,1,0,0.47,0.53,0.15
"初中","数学","初一",56,10,276,0,1078,0,37,84,1094,1241,140,0,17,59,0,1241,1078,1,2,0,19,19,0.7,2.5,0,51.7,44.9,83.8,86.0,70.5,0,90.4,76.9,65.2,70.1,66.1,0,67.0,63.0,85.2,91.2,56.3,0,90.0,81.2,22.0,5.9,30.5,0,20.9,23.1,10,0,0,1,6,58.8,0.0,0.0,5.9,35.3,253,154,510,3,50,4,22,0,522,123,15,2,416,48.4,11.4,1.4,0.2,38.6,16,4,1,0,11,25.0,6.2,0.0,68.7,1,3,0,0,1,7,0,3,2,1,0,1,13,1,120,38,5,3,1,73,32,4,3,1,61,0,0,1,0,0.59,0.41,0.4
"初中","英语","初一",0,0,448,0,784,0,64,16,694,1550,88,0,0,60,0,1550,784,0,2,0,15,16,0.0,2.5,0,64.6,32.7,89.0,0.0,56.1,0,91.0,87.5,68.9,0.0,59.9,0,68.7,70.0,97.8,0.0,95.4,0,97.9,97.7,17.4,0.0,26.8,0,17.3,16.7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,484,160,1320,3,33,7,26,0,401,77,7,4,295,51.1,9.8,0.9,0.5,37.6,7,2,3,1,1,28.6,42.9,14.3,14.3,0,2,2,1,0,3,0,1,2,0,0,0,6,1,13,4,0,0,0,9,31,0,0,0,69,0,0,1,0,0.54,0.46,0.28
"初中","英语","初一",196,0,400,0,777,0,41,16,1040,1387,57,0,0,346,0,1387,777,0,6,0,14,17,0.0,13.7,0,55.0,30.8,79.8,0.0,69.9,0,84.8,75.4,57.6,0.0,58.9,0,56.5,59.0,70.8,0.0,49.4,0,71.9,78.4,26.0,0.0,42.2,0,24.3,21.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,492,120,1500,3,44,6,21,0,416,43,8,6,304,53.5,5.5,1.0,0.8,39.1,10,2,2,2,4,20.0,20.0,20.0,40.0,0,2,1,1,0,1,0,1,0,0,0,0,7,1,35,16,1,0,0,18,46,3,0,0,51,0,0,1,0,0.43,0.57,0.26
"初中","数学","初一",471,0,196,0,857,0,22,73,2040,421,103,0,0,1236,0,421,857,0,11,0,4,13,0.0,49.0,0,16.7,34.0,70.8,0.0,67.7,0,80.3,70.7,57.2,0.0,59.0,0,56.5,54.9,77.7,0.0,68.1,0,91.2,85.0,27.5,0.0,32.4,0,21.8,23.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,249,128,480,3,31,3,26,0,400,86,12,5,354,46.7,10.0,1.4,0.6,41.3,10,0,1,3,6,0.0,10.0,30.0,60.0,0,0,1,0,0,2,0,0,0,2,0,0,8,1,88,31,4,13,0,40,35,5,15,0,46,0,0,1,0,0.43,0.57,0.22
"初中","数学","初一",188,0,256,0,840,0,44,20,1979,316,93,0,0,1238,0,316,840,0,9,0,6,14,0.0,51.6,0,13.2,35.0,72.9,0.0,71.8,0,86.9,69.4,57.3,0.0,60.3,0,57.9,52.5,76.0,0.0,73.7,0,72.7,80.5,28.1,0.0,27.2,0,35.5,26.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,258,128,600,3,38,4,29,0,380,85,5,3,367,45.2,10.1,0.6,0.4,43.7,13,4,3,4,2,30.8,23.1,30.8,15.4,1,3,3,0,0,0,0,0,0,0,0,0,2,0,51,25,0,2,0,24,49,0,4,0,47,0,0,1,0,0.36,0.64,0.22
"初中","数学","初一",156,0,112,0,1302,0,36,16,2094,237,45,0,0,864,0,237,1302,0,12,0,3,14,0.0,36.0,0,9.9,54.2,71.3,0.0,74.9,0,74.7,68.3,58.8,0.0,64.6,0,60.1,54.8,69.2,0.0,70.4,0,57.9,70.5,23.5,0.0,21.9,0,24.2,24.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,310,180,600,3,65,1,14,0,487,45,0,0,770,37.4,3.5,0.0,0.0,59.1,11,4,6,0,1,36.4,54.5,0.0,9.1,0,4,5,1,0,2,0,1,0,0,1,0,5,0,71,20,0,2,0,49,28,0,3,0,69,0,0,0,0,0.69,0.31,0.21
"初中","数学","初一",0,32,180,0,688,0,16,49,1795,572,31,0,42,1092,0,572,688,1,5,0,6,6,1.8,45.5,0,23.8,28.7,72.9,56.8,75.1,0,74.4,69.0,55.0,43.3,64.4,0,47.9,46.6,54.4,64.9,49.2,0,63.1,54.9,26.9,13.0,29.7,0,22.8,26.6,32,0,0,2,8,76.2,0.0,0.0,4.8,19.0,289,135,570,3,121,3,24,1,512,24,7,0,145,74.4,3.5,1.0,0.0,21.1,11,3,1,0,7,27.3,9.1,0.0,63.6,2,1,1,0,0,2,0,2,0,0,0,0,10,1,90,28,1,0,0,61,31,1,0,0,68,0,0,1,0,0.51,0.49,0.19
"初中","英语","初一",36,0,448,0,778,0,31,20,1347,981,44,0,0,635,0,981,778,0,7,0,5,10,0.0,26.5,0,40.9,32.4,71.1,0.0,68.8,0,73.0,70.5,57.6,0.0,58.8,0,57.5,56.7,56.8,0.0,58.6,0,54.9,57.9,26.5,0.0,28.6,0,25.7,25.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,498,180,1800,3,122,7,23,0,547,37,1,6,187,70.3,4.8,0.1,0.8,24.0,13,2,0,4,7,15.4,0.0,30.8,53.8,0,2,0,0,0,2,0,2,0,0,0,0,7,0,111,31,1,2,1,76,28,1,2,1,69,0,0,0,0,0.71,0.29,0.2
"初中","英语","初一",12,0,672,0,1111,0,104,0,1616,466,223,0,0,817,0,466,1111,0,4,0,9,14,0.0,34.0,0,19.4,46.3,74.5,0.0,70.5,0,81.8,74.5,59.6,0.0,58.5,0,61.2,59.8,77.4,0.0,73.8,0,94.1,73.1,21.8,0.0,22.3,0,20.6,21.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,477,92,1920,3,67,11,33,1,607,171,44,8,281,54.6,15.4,4.0,0.7,25.3,18,5,7,0,6,27.8,38.9,0.0,33.3,0,5,3,1,3,1,0,1,0,0,0,0,13,0,34,12,1,1,0,20,35,3,3,0,59,0,0,1,0,0.52,0.48,0.17
"初中","数学","初一",294,8,572,8,1627,0,35,0,2211,119,182,0,8,656,0,119,1627,1,10,0,3,11,0.3,27.3,0,5.0,67.8,70.9,57.4,78.8,0,75.8,67.5,60.8,38.2,71.1,0,55.9,57.0,38.8,68.5,36.3,0,53.6,38.6,21.5,5.3,22.3,0,21.1,21.3,0,0,8,2,-2,0.0,0.0,100.0,25.0,-25.0,256,145,540,2,92,9,20,0,1039,165,16,1,406,63.9,10.1,1.0,0.1,25.0,12,4,1,0,7,33.3,8.3,0.0,58.3,0,4,0,0,1,1,0,1,0,0,0,0,8,0,103,57,4,14,0,28,55,4,14,0,27,0,0,0,0,0.68,0.32,0.26
"初中","数学","初一",441,48,192,0,1421,0,45,0,2060,226,188,0,79,668,0,226,1421,1,7,0,3,9,3.3,27.8,0,9.4,59.2,74.8,72.6,81.3,0,80.0,71.0,62.9,55.5,73.0,0,65.9,58.1,76.1,88.6,45.5,0,94.3,86.9,20.7,22.4,22.3,0,16.6,20.5,48,0,0,13,18,60.8,0.0,0.0,16.5,22.8,289,150,570,2,44,3,15,0,884,152,32,4,349,62.2,10.7,2.3,0.3,24.6,13,4,5,0,4,30.8,38.5,0.0,30.8,1,3,2,1,2,1,0,1,0,0,0,0,8,0,131,75,3,2,2,49,57,2,2,2,37,0,0,0,0,0.61,0.39,0.23
"初中","英语","初一",13,0,528,0,1795,0,77,0,1755,412,201,0,0,183,0,412,1795,0,3,0,2,5,0.0,7.6,0,17.2,74.8,70.7,0.0,68.8,0,78.8,69.0,60.2,0.0,54.0,0,64.7,59.9,64.8,0.0,93.3,0,54.5,64.2,17.7,0.0,16.9,0,14.9,18.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,521,170,1740,2,45,8,15,1,1336,161,2,38,258,74.4,9.0,0.1,2.1,14.4,29,9,9,8,3,31.0,31.0,27.6,10.3,0,9,4,0,5,2,0,2,0,0,0,0,6,1,87,49,6,5,1,26,56,7,6,1,30,0,0,0,0,0.74,0.26,0.22
"初中","数学","初一",511,15,64,0,1722,0,51,4,2103,185,116,0,23,477,0,185,1722,1,6,0,3,8,1.0,19.9,0,7.7,71.8,71.8,61.4,71.9,0,79.9,71.0,53.4,57.4,61.3,0,51.2,51.4,71.1,23.6,58.2,0,79.9,74.3,19.7,14.7,23.5,0,19.2,18.8,15,0,0,1,7,65.2,0.0,0.0,4.3,30.4,317,112,900,3,93,1,9,1,1220,93,20,3,386,70.8,5.4,1.2,0.2,22.4,13,2,7,0,4,15.4,53.8,0.0,30.8,0,2,5,0,2,4,0,4,0,0,0,0,5,1,151,45,8,8,1,89,30,5,5,1,59,0,0,0,0,0.73,0.27,0.22
"初中","数学","初三",462,0,236,0,831,0,33,0,1975,470,44,0,0,1209,0,470,831,0,9,0,4,10,0.0,48.0,0,18.7,33.0,73.3,0.0,74.8,0,77.1,69.1,59.2,0.0,63.7,0,54.8,55.0,55.7,0.0,45.4,0,73.2,60.8,26.0,0.0,29.3,0,22.6,23.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,310,172,960,3,55,3,18,1,515,37,7,0,272,62.0,4.5,0.8,0.0,32.7,12,5,5,0,2,41.7,41.7,0.0,16.7,0,5,3,0,2,2,0,2,0,0,0,0,7,0,67,31,2,2,0,32,46,3,3,0,48,0,0,1,0,0.51,0.49,0.18
"初中","语文","初一",8,0,408,0,254,0,21,49,217,2260,21,0,0,0,0,2260,254,0,0,0,12,11,0.0,0.0,0,89.7,10.1,90.3,0.0,0.0,0,92.2,74.0,53.7,0.0,0.0,0,53.9,52.3,52.0,0.0,0.0,0,49.2,76.6,30.7,0.0,0.0,0,30.8,30.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,225,98,450,2,45,6,32,1,122,10,11,0,111,48.0,3.9,4.3,0.0,43.7,10,4,2,0,4,40.0,20.0,0.0,40.0,2,2,0,2,0,4,0,2,2,0,0,0,9,0,28,5,1,0,0,22,18,4,0,0,79,0,0,0,0,0.27,0.73,0.2
"初中","语文","初一",505,64,364,0,1866,0,39,0,1905,386,185,0,95,44,0,386,1866,1,1,0,5,6,4.0,1.8,0,16.1,77.8,71.0,65.6,75.9,0,79.1,69.6,58.1,55.0,65.0,0,60.0,57.7,60.0,54.0,55.6,0,79.3,56.4,25.7,29.3,28.8,0,20.5,26.5,58,23,0,11,3,43.2,24.2,0.0,11.6,3.2,293,170,540,3,119,6,24,0,1294,162,2,21,387,69.3,8.7,0.1,1.1,20.7,18,7,4,3,4,38.9,22.2,16.7,22.2,4,3,4,0,0,1,0,1,0,0,0,0,6,0,187,87,7,22,2,69,47,4,12,1,37,0,0,0,0,0.8,0.2,0.22
